Binomial.1.2,pre_domestic_name,k_medoid_herbivore,Order.1.2,Family.1.2,Mass.g,Mass.Method,Mass.Source,Mass.Comparison,Mass.Comparison.Source,guild,Diet.Graminoids,Diet.Browse.Fruit,Diet.Meat_median,Browsing.Grazing.Method,Browsing.Grazing.Source,Browsing.Grazing.Notes,Fermentation.Type,Inferred.Fermentation.Type,Inferred.Fermentation.Efficiency,Fermentation.Type.Method,Fermentation.Type.Source,Fermentation.Type.Notes,Substrate.Aquatic,Substrate.Terrestrial,Substrate.Arboreal,Substrate.Source,Substrate.Notes,Food.Handling,Food.Handling.Source,Foot.Type,Foot.Type.Coarse,Foot.Type.Notes,Foot.Type.Source,Diet.Seed,Diet.Fruit,Diet.Nectar,Diet.Root,Herd.Size,Herd.Size.Notes,Herd.Size.Source,Digging.Rooting,Digging.Rooting.Methods,Digging.Rooting.Notes,Digging.Rooting.Source,Other.Notes,Island.Endemicity,IUCN.Status.1.2,Substrate.Cat,LogMassKg,LogMassKg.cat,LogMassKg.cat.label,GuildSimple,full.FE,simple.FE
Macropus_parryi,NA,yes,Diprotodontia,Macropodidae,13500,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,grazer,3,1,0,Estimated,37,NA,Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Family,"2,4",NA,0,1,0,37,NA,NA,NA,Digitigrade,soft,"Kubo et al. 2019 report plantigrade, which is true while foraging/standing. But when running Macropus are digitigrade (Kram and Dawson 1998 Comparative Biochemistry and Physiology Part B )",Kram and Dawson 1998 Comparative Biochemistry and Physiology Part B,0,0,0,0,Gregarious,NA,37,,,,,NA,Occurs on mainland,LC,terrestrial,1.130333768,"[1,1.39]",L1,grazer,FOpl_LOl1_FEfo_SUte_GUgr,Ll1_Ffo_Ggr
Macropus_pearsoni,NA,yes,Diprotodontia,Macropodidae,150000,Reported,"Johnson, C. N., et al. 2004. Extinctions of herbivorous mammals in the late Pleistocene of Australia in relation to their feeding ecology: No evidence for environmental change as cause of extinction. Austral Ecology 29: 553-557.",NA,NA,grazer,3,0,0,Estimated Expert Species,"Johnson, C. N., & Prideaux, G. J. (2004). Extinctions of herbivorous mammals in the late Pleistocene of Australia in relation to their feeding ecology: No evidence for environmental change as cause of extinction. Austral Ecology, 29, 553â€“557. Retrieved from https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1442-9993.2004.01389.x;ï»¿ Lyndall, D. (2006). An ecophysiological approach to the extinction of large marsupial herbivores in middle and late Pleistocene Australia. Alcheringa, 30, 81â€“114. https://doi.org/10.1080/03115510609506857","Summary paper, unclear how diets are estimated",Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Family,extrapolated based on extant relatives,NA,0,1,0,"Inferred from Johnson, C. N., & Prideaux, G. J. (2004). Extinctions of herbivorous mammals in the late Pleistocene of Australia in relation to their feeding ecology: No evidence for environmental change as cause of extinction. Austral Ecology, 29, 553â€“557. Retrieved from https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1442-9993.2004.01389.x;ï»¿ Lyndall, D. (2006). An ecophysiological approach to the extinction of large marsupial herbivores in middle and late Pleistocene Australia. Alcheringa, 30, 81â€“114. https://doi.org/10.1080/03115510609506857",Savanna,NA,NA,Digitigrade,soft,,Reported morphology Family,NA,NA,NA,NA,NA,NA,NA,,,,,NA,Occurs on mainland,EP,terrestrial,2.176091259,"(2.17,2.56]",L4,grazer,FOpl_LOl4_FEfo_SUte_GUgr,Ll4_Ffo_Ggr
Macropus_robustus,NA,yes,Diprotodontia,Macropodidae,21262.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,grazer,3,1,0,Estimated,37,NA,Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Family,"2,4",NA,0,1,0,37,NA,NA,NA,Digitigrade,soft,"Kubo et al. 2019 report plantigrade, which is true while foraging/standing. But when running Macropus are digitigrade (Kram and Dawson 1998 Comparative Biochemistry and Physiology Part B )",Kram and Dawson 1998 Comparative Biochemistry and Physiology Part B,0,0,0,0,Solitary/pairs,"Source says, the species is sometimes observed in small groups, though primary solitary",37,,,,,NA,Occurs on mainland,LC,terrestrial,1.327614327,"[1,1.39]",L1,grazer,FOpl_LOl1_FEfo_SUte_GUgr,Ll1_Ffo_Ggr
Macropus_rufogriseus,NA,yes,Diprotodontia,Macropodidae,16850,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,mixed feeder,3,3,0,Estimated,37,NA,Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Family,"2,4",NA,0,1,0,37,NA,NA,NA,Digitigrade,soft,"Kubo et al. 2019 report plantigrade, which is true while foraging/standing. But when running Macropus are digitigrade (Kram and Dawson 1998 Comparative Biochemistry and Physiology Part B )",Kram and Dawson 1998 Comparative Biochemistry and Physiology Part B,0,2,0,0,Solitary/pairs,"Source says, the species is sometimes observed in small groups, though primary solitary",37,,,,,NA,Occurs on mainland,LC,terrestrial,1.226599905,"[1,1.39]",L1,mixed feeder,FOpl_LOl1_FEfo_SUte_GUmi,Ll1_Ffo_Gmi
Macropus_rufus,NA,yes,Diprotodontia,Macropodidae,46250,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,mixed feeder,3,2,0,Estimated,37,NA,Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Family,"2,4",NA,0,1,0,37,NA,NA,NA,Digitigrade,soft,"Kubo et al. 2019 report plantigrade, which is true while foraging/standing. But when running Macropus are digitigrade (Kram and Dawson 1998 Comparative Biochemistry and Physiology Part B )",Kram and Dawson 1998 Comparative Biochemistry and Physiology Part B,0,0,0,0,Gregarious,NA,37,,,,,NA,Occurs on mainland,LC,terrestrial,1.665111737,"(1.39,1.78]",L2,mixed feeder,FOpl_LOl2_FEfo_SUte_GUmi,Ll2_Ffo_Gmi
Metasthenurus_newtonae,NA,yes,Diprotodontia,Macropodidae,55000,Reported,Johnson C Australia‰Û¡Ì_åÁÌÎÌùÌ´åÈs Mammal Extinctions. A 50000 year History (2007),NA,NA,browser,0,3,0,Estimated Expert Species,"Johnson, C. N., & Prideaux, G. J. (2004). Extinctions of herbivorous mammals in the late Pleistocene of Australia in relation to their feeding ecology: No evidence for environmental change as cause of extinction. Austral Ecology, 29, 553â€“557. Retrieved from https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1442-9993.2004.01389.x;ï»¿ Lyndall, D. (2006). An ecophysiological approach to the extinction of large marsupial herbivores in middle and late Pleistocene Australia. Alcheringa, 30, 81â€“114. https://doi.org/10.1080/03115510609506857","""""browser""""",Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Family,extrapolated based on extant relatives,NA,0,1,0,"Inferred from Johnson, C. N., & Prideaux, G. J. (2004). Extinctions of herbivorous mammals in the late Pleistocene of Australia in relation to their feeding ecology: No evidence for environmental change as cause of extinction. Austral Ecology, 29, 553â€“557. Retrieved from https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1442-9993.2004.01389.x;ï»¿ Lyndall, D. (2006). An ecophysiological approach to the extinction of large marsupial herbivores in middle and late Pleistocene Australia. Alcheringa, 30, 81â€“114. https://doi.org/10.1080/03115510609506857",NA,NA,NA,Unguligrade,hoofed,Monodactyl hoof-like 'unguligrade',Prideaux et al. 2009,NA,NA,NA,NA,NA,NA,NA,,,,,NA,Occurs on mainland,EP,terrestrial,1.740362689,"(1.39,1.78]",L2,browser,FOun_LOl2_FEfo_SUte_GUbr,Ll2_Ffo_Gbr
Procoptodon_browneorum,NA,yes,Diprotodontia,Macropodidae,50000,Reported,Johnson C Australia‰Û¡Ì_åÁÌÎÌùÌ´åÈs Mammal Extinctions. A 50000 year History (2007),NA,NA,mixed feeder,2,3,0,Estimated Expert Species,"Faith, J. T., & Oâ€™Connell, J. F. (2011). Revisiting the late Pleistocene mammal extinction record at Tight Entrance Cave, southwestern Australia. Quaternary Research, 76(3), 397â€“400. https://doi.org/10.1016/J.YQRES.2011.08.001","""""Browser/Mixed feeder""""",Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Family,extrapolated based on extant relatives,NA,0,1,0,"Inferred from Faith, J. T., & Oâ€™Connell, J. F. (2011). Revisiting the late Pleistocene mammal extinction record at Tight Entrance Cave, southwestern Australia. Quaternary Research, 76(3), 397â€“400. https://doi.org/10.1016/J.YQRES.2011.08.001",Mesic,NA,NA,Unguligrade,hoofed,Monodactyl hoof-like 'unguligrade',Prideaux et al. 2009,NA,NA,NA,NA,NA,NA,NA,,,,,NA,Occurs on mainland,EP,terrestrial,1.698970004,"(1.39,1.78]",L2,mixed feeder,FOun_LOl2_FEfo_SUte_GUmi,Ll2_Ffo_Gmi
Procoptodon_gilli,NA,yes,Diprotodontia,Macropodidae,54000,Reported,Johnson C Australia‰Û¡Ì_åÁÌÎÌùÌ´åÈs Mammal Extinctions. A 50000 year History (2007),NA,NA,browser,0,3,0,Estimated Expert Species,"Johnson, C. N., & Prideaux, G. J. (2004). Extinctions of herbivorous mammals in the late Pleistocene of Australia in relation to their feeding ecology: No evidence for environmental change as cause of extinction. Austral Ecology, 29, 553â€“557. Retrieved from https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1442-9993.2004.01389.x;ï»¿ Lyndall, D. (2006). An ecophysiological approach to the extinction of large marsupial herbivores in middle and late Pleistocene Australia. Alcheringa, 30, 81â€“114. https://doi.org/10.1080/03115510609506857","""""Browser"""". No better information",Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Family,extrapolated based on extant relatives,NA,0,1,0,"Inferred from Johnson, C. N., & Prideaux, G. J. (2004). Extinctions of herbivorous mammals in the late Pleistocene of Australia in relation to their feeding ecology: No evidence for environmental change as cause of extinction. Austral Ecology, 29, 553â€“557. Retrieved from https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1442-9993.2004.01389.x;ï»¿ Lyndall, D. (2006). An ecophysiological approach to the extinction of large marsupial herbivores in middle and late Pleistocene Australia. Alcheringa, 30, 81â€“114. https://doi.org/10.1080/03115510609506857",forest,NA,NA,Unguligrade,hoofed,Monodactyl hoof-like 'unguligrade',Prideaux et al. 2009,NA,NA,NA,NA,NA,NA,NA,,,,,NA,Occurs on mainland,EP,terrestrial,1.73239376,"(1.39,1.78]",L2,browser,FOun_LOl2_FEfo_SUte_GUbr,Ll2_Ffo_Gbr
Procoptodon_goliah,NA,yes,Diprotodontia,Macropodidae,232000,Reported,Johnson C Australia‰Û¡Ì_åÁÌÎÌùÌ´åÈs Mammal Extinctions. A 50000 year History (2007),NA,NA,browser,0,3,0,Estimated Isotopes (C13 + 018) + Dental wear (microwear) Species,"Prideaux, G. J., Ayliffe, L. K., Desantis, L. R. G., Schubert, B. W., Murray, P. F., Gagan, M. K., â€_ Walker, A. (2009). Extinction implications of a chenopod browse diet for a giant Pleistocene kangaroo. PNAS, 106(28), 11646â€“11650. https://doi.org/10.1073/pnas.0900956106",A chenopod browse specialist,Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Family,extrapolated based on extant relatives,NA,0,1,0,"Inferred from Prideaux, G. J., Ayliffe, L. K., Desantis, L. R. G., Schubert, B. W., Murray, P. F., Gagan, M. K., â€_ Walker, A. (2009). Extinction implications of a chenopod browse diet for a giant Pleistocene kangaroo. PNAS, 106(28), 11646â€“11650. https://doi.org/10.1073/pnas.0900956106",Open flat terrain,?,NA,Unguligrade,hoofed,Monodactyl hoof-like 'unguligrade',Prideaux et al. 2009,NA,NA,NA,NA,NA,NA,NA,,,,,High water dependence because of ingestion of salt bush (Prideaux et al. 2009),Occurs on mainland,EP,terrestrial,2.365487985,"(2.17,2.56]",L4,browser,FOun_LOl4_FEfo_SUte_GUbr,Ll4_Ffo_Gbr
Procoptodon_oreas,NA,yes,Diprotodontia,Macropodidae,1.00E+05,Reported,"Webb, S. 2008. Megafauna demography and late Quaternary climatic change in Australia: a predisposition to extinction. Boreas 37:329-345.",NA,NA,browser,0,3,0,Estimated Expert Species,"Johnson, C. N., & Prideaux, G. J. (2004). Extinctions of herbivorous mammals in the late Pleistocene of Australia in relation to their feeding ecology: No evidence for environmental change as cause of extinction. Austral Ecology, 29, 553â€“557. Retrieved from https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1442-9993.2004.01389.x","""""browser"""". No better information",Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Family,extrapolated based on extant relatives,NA,0,1,0,"Inferred from Johnson, C. N., & Prideaux, G. J. (2004). Extinctions of herbivorous mammals in the late Pleistocene of Australia in relation to their feeding ecology: No evidence for environmental change as cause of extinction. Austral Ecology, 29, 553â€“557. Retrieved from https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1442-9993.2004.01389.x",forest,NA,NA,Unguligrade,hoofed,Monodactyl hoof-like 'unguligrade',Prideaux et al. 2009,NA,NA,NA,NA,NA,NA,NA,,,,,NA,Occurs on mainland,EP,terrestrial,2,"(1.78,2.17]",L3,browser,FOun_LOl3_FEfo_SUte_GUbr,Ll3_Ffo_Gbr
Procoptodon_rapha,NA,yes,Diprotodontia,Macropodidae,150000,Reported,"Johnson, C. N., et al. 2004. Extinctions of herbivorous mammals in the late Pleistocene of Australia in relation to their feeding ecology: No evidence for environmental change as cause of extinction. Austral Ecology 29: 553-557.",NA,NA,browser,0,3,0,Estimated Expert Species,"Johnson, C. N., & Prideaux, G. J. (2004). Extinctions of herbivorous mammals in the late Pleistocene of Australia in relation to their feeding ecology: No evidence for environmental change as cause of extinction. Austral Ecology, 29, 553â€“557. Retrieved from https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1442-9993.2004.01389.x","""""browser"""". No better information",Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Family,extrapolated based on extant relatives,NA,0,1,0,"Inferred from Johnson, C. N., & Prideaux, G. J. (2004). Extinctions of herbivorous mammals in the late Pleistocene of Australia in relation to their feeding ecology: No evidence for environmental change as cause of extinction. Austral Ecology, 29, 553â€“557. Retrieved from https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1442-9993.2004.01389.x",forest,NA,NA,Unguligrade,hoofed,Monodactyl hoof-like 'unguligrade',Prideaux et al. 2009,NA,NA,NA,NA,NA,NA,NA,,,,,NA,Occurs on mainland,EP,terrestrial,2.176091259,"(2.17,2.56]",L4,browser,FOun_LOl4_FEfo_SUte_GUbr,Ll4_Ffo_Gbr
Protemnodon_anak,NA,yes,Diprotodontia,Macropodidae,131000,Reported,Johnson C Australia‰Û¡Ì_åÁÌÎÌùÌ´åÈs Mammal Extinctions. A 50000 year History (2007),NA,NA,mixed feeder,2,3,0,Estimated Isotopes (C13 + 018) + Dental wear (mesowear + microwear) Genus,"DeSantis, L. R. G., Field, J. H., Wroe, S., & Dodson, J. R. (2017). Dietary responses of Sahul (Pleistocene Australiaâ€“New Guinea) megafauna to climate and environmental change. Paleobiology, 43(02), 181â€“195. https://doi.org/10.1017/pab.2016.50; Butler, K., Louys, J., & Travouillon, K. (2014). Extending dental mesowear analyses to Australian marsupials, with applications to six Plio-Pleistocene kangaroos from southeast Queensland. Palaeogeography, Palaeoclimatology, Palaeoecology, 408, 11â€“25. https://doi.org/10.1016/J.PALAEO.2014.04.024","Genus level diet only; 2 given to graminoids because of higher influence of C4 in their diet than in other 'browsers', but the C4 could be derived from Atriplex/etc. Butler found P. anak to be a mixed feeder - which by their definition means that browse or graze was not >90% of diet",Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Family,extrapolated based on extant relatives,NA,0,1,0,"Inferred from DeSantis, L. R. G., Field, J. H., Wroe, S., & Dodson, J. R. (2017). Dietary responses of Sahul (Pleistocene Australiaâ€“New Guinea) megafauna to climate and environmental change. Paleobiology, 43(02), 181â€“195. https://doi.org/10.1017/pab.2016.50; Butler, K., Louys, J., & Travouillon, K. (2014). Extending dental mesowear analyses to Australian marsupials, with applications to six Plio-Pleistocene kangaroos from southeast Queensland. Palaeogeography, Palaeoclimatology, Palaeoecology, 408, 11â€“25. https://doi.org/10.1016/J.PALAEO.2014.04.024",Mesic Woodland,NA,NA,Digitigrade,soft,"Like Macropus kangaroos, Protemnodon could be considered plantigrade or digitigrade",Carey et al. 2011 Quaternary Science Reviews,NA,NA,NA,NA,NA,NA,NA,,,,,Mesic,Occurs on mainland,EP,terrestrial,2.117271296,"(1.78,2.17]",L3,mixed feeder,FOpl_LOl3_FEfo_SUte_GUmi,Ll3_Ffo_Gmi
Protemnodon_brehus,NA,yes,Diprotodontia,Macropodidae,110000,Reported,Johnson C Australia‰Û¡Ì_åÁÌÎÌùÌ´åÈs Mammal Extinctions. A 50000 year History (2007),NA,NA,mixed feeder,2,3,0,Estimated Isotopes (C13 + 018) + Dental wear (mesowear + microwear) Genus,"DeSantis, L. R. G., Field, J. H., Wroe, S., & Dodson, J. R. (2017). Dietary responses of Sahul (Pleistocene Australiaâ€“New Guinea) megafauna to climate and environmental change. Paleobiology, 43(02), 181â€“195. https://doi.org/10.1017/pab.2016.50; Butler, K., Louys, J., & Travouillon, K. (2014). Extending dental mesowear analyses to Australian marsupials, with applications to six Plio-Pleistocene kangaroos from southeast Queensland. Palaeogeography, Palaeoclimatology, Palaeoecology, 408, 11â€“25. https://doi.org/10.1016/J.PALAEO.2014.04.024","Genus level diet only; 2 given to graminoids because of higher influence of C4 in their diet than in other 'browsers', but the C4 could be derived from Atriplex/etc. Butler found P. anak to be a mixed feeder - which by their definition means that browse or graze was not >90% of diet",Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Family,extrapolated based on extant relatives,NA,0,1,0,"Inferred from DeSantis, L. R. G., Field, J. H., Wroe, S., & Dodson, J. R. (2017). Dietary responses of Sahul (Pleistocene Australiaâ€“New Guinea) megafauna to climate and environmental change. Paleobiology, 43(02), 181â€“195. https://doi.org/10.1017/pab.2016.50; Butler, K., Louys, J., & Travouillon, K. (2014). Extending dental mesowear analyses to Australian marsupials, with applications to six Plio-Pleistocene kangaroos from southeast Queensland. Palaeogeography, Palaeoclimatology, Palaeoecology, 408, 11â€“25. https://doi.org/10.1016/J.PALAEO.2014.04.024",Woodland to semi-arid,NA,NA,Digitigrade,soft,"Like Macropus kangaroos, Protemnodon could be considered plantigrade or digitigrade",Carey et al. 2011 Quaternary Science Reviews,NA,NA,NA,NA,NA,NA,NA,,,,,NA,Occurs on mainland,EP,terrestrial,2.041392685,"(1.78,2.17]",L3,mixed feeder,FOpl_LOl3_FEfo_SUte_GUmi,Ll3_Ffo_Gmi
Protemnodon_hopei,NA,yes,Diprotodontia,Macropodidae,45000,Reported,Johnson C Australia‰Û¡Ì_åÁÌÎÌùÌ´åÈs Mammal Extinctions. A 50000 year History (2007),NA,NA,grazer,3,1,0,Estimated Expert Species,"Johnson, C. N., & Prideaux, G. J. (2004). Extinctions of herbivorous mammals in the late Pleistocene of Australia in relation to their feeding ecology: No evidence for environmental change as cause of extinction. Austral Ecology, 29, 553â€“557. Retrieved from https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1442-9993.2004.01389.x",NA,Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Family,extrapolated based on extant relatives,NA,0,1,0,"Inferred from Johnson, C. N., & Prideaux, G. J. (2004). Extinctions of herbivorous mammals in the late Pleistocene of Australia in relation to their feeding ecology: No evidence for environmental change as cause of extinction. Austral Ecology, 29, 553â€“557. Retrieved from https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1442-9993.2004.01389.x",unreported,NA,NA,Digitigrade,soft,"Like Macropus kangaroos, Protemnodon could be considered plantigrade or digitigrade",Carey et al. 2011 Quaternary Science Reviews,NA,NA,NA,NA,NA,NA,NA,,,,,NA,Occurs on mainland,EP,terrestrial,1.653212514,"(1.39,1.78]",L2,grazer,FOpl_LOl2_FEfo_SUte_GUgr,Ll2_Ffo_Ggr
Protemnodon_nombe,NA,yes,Diprotodontia,Macropodidae,40000,Reported,Johnson C Australia‰Û¡Ì_åÁÌÎÌùÌ´åÈs Mammal Extinctions. A 50000 year History (2007),NA,NA,browser,1,3,0,Estimated Isotopes (C13 + 018) + Dental wear (microwear) Genus,"DeSantis, L. R. G., Field, J. H., Wroe, S., & Dodson, J. R. (2017). Dietary responses of Sahul (Pleistocene Australiaâ€“New Guinea) megafauna to climate and environmental change. Paleobiology, 43(02), 181â€“195. https://doi.org/10.1017/pab.2016.50","Genus level diet only; 2 given to graminoids because of higher influence of C4 in their diet than in other 'browsers', but the C4 could be derived from Atriplex/etc",Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Family,extrapolated based on extant relatives,NA,0,1,0,"Inferred from DeSantis, L. R. G., Field, J. H., Wroe, S., & Dodson, J. R. (2017). Dietary responses of Sahul (Pleistocene Australiaâ€“New Guinea) megafauna to climate and environmental change. Paleobiology, 43(02), 181â€“195. https://doi.org/10.1017/pab.2016.50",unreported,NA,NA,Digitigrade,soft,"Like Macropus kangaroos, Protemnodon could be considered plantigrade or digitigrade",Carey et al. 2011 Quaternary Science Reviews,NA,NA,NA,NA,NA,NA,NA,,,,,NA,Occurs on mainland,EP,terrestrial,1.602059991,"(1.39,1.78]",L2,browser,FOpl_LOl2_FEfo_SUte_GUbr,Ll2_Ffo_Gbr
