Binomial.1.2,pre_domestic_name,k_medoid_herbivore,Order.1.2,Family.1.2,Mass.g,Mass.Method,Mass.Source,Mass.Comparison,Mass.Comparison.Source,guild,Diet.Graminoids,Diet.Browse.Fruit,Diet.Meat_median,Browsing.Grazing.Method,Browsing.Grazing.Source,Browsing.Grazing.Notes,Fermentation.Type,Inferred.Fermentation.Type,Inferred.Fermentation.Efficiency,Fermentation.Type.Method,Fermentation.Type.Source,Fermentation.Type.Notes,Foraging.Aquatic,Foraging.Terrestrial,Foraging.Arboreal,Foraging.Stratum.Source,Foraging.Stratum.Notes,Food.Handling,Food.Handling.Source,Foot.Type,Foot.Type.Coarse,Foot.Type.Notes,Foot.Type.Source,Diet.Seed,Diet.Fruit,Diet.Nectar,Diet.Root,Herd.Size,Herd.Size.Notes,Herd.Size.Source,Digging.Rooting,Digging.Rooting.Methods,Digging.Rooting.Notes,Digging.Rooting.Source,Other.Notes
Propraopus_punctatus,NA,yes,Cingulata,CingulataFam,27250,As relative of suggested similar size,Based on Journal of Vertebrate Paleontology 28: 197-207 (2008) all four species of similar size,Mean of Dasypus_bellus and Dasypus_kappleri,NA,omnivore,2,2,3,Imputed,NA,NA,Hindgut_unknown,Hindgut Colon,1,Inferred: methods unclear but is a likely possibility,Smith et al. 2010,"The extant relatives, armadillos, are insectivores and have simple sac stomachs. Some have suggested the same for glyptodonts (Bocherens et al. 2017), but how they could sustain their metabolism as herbivores without fermentation seems dubious. Bocherens et al. 2017 found that their isotopic values (for Doedicurus spp, Glyptodon spp, Glyptotherium) suggested either aquatic habitat or a high fermentation rate. Vizcaino et al. 2011 suggested that given the estimated low metabolic rate of Xenarthans but the relatively complex teeth of cingulates compared to sloths, that sloths have higher fermentation in digestive tract than glyptodonts. These animals were likely hindgut and likely hingut colon, since there are no large mammals that use caecums",0,1,0,Inferred from absence of evidence,NA,Mouth,NA,Plantigrade,soft,,Superina and Loughry 2011,0,0,0,0,NA,NA,NA,Digging/burrowing,Morphology,,Fariña and Vizcaino 1997,
Propraopus_sulcatus,NA,yes,Cingulata,CingulataFam,27250,As relative of suggested similar size,Based on Journal of Vertebrate Paleontology 28: 197-207 (2008) all four species of similar size,Mean of Dasypus_bellus and Dasypus_kappleri,NA,omnivore,2,2,3,Imputed,NA,NA,Hindgut_unknown,Hindgut Colon,1,Inferred: methods unclear but is a likely possibility,Smith et al. 2010,"The extant relatives, armadillos, are insectivores and have simple sac stomachs. Some have suggested the same for glyptodonts (Bocherens et al. 2017), but how they could sustain their metabolism as herbivores without fermentation seems dubious. Bocherens et al. 2017 found that their isotopic values (for Doedicurus spp, Glyptodon spp, Glyptotherium) suggested either aquatic habitat or a high fermentation rate. Vizcaino et al. 2011 suggested that given the estimated low metabolic rate of Xenarthans but the relatively complex teeth of cingulates compared to sloths, that sloths have higher fermentation in digestive tract than glyptodonts. These animals were likely hindgut and likely hingut colon, since there are no large mammals that use caecums",0,1,0,Inferred from absence of evidence,NA,Mouth,NA,Plantigrade,soft,,Superina and Loughry 2011,0,0,0,0,NA,NA,NA,Digging/burrowing,Morphology,,Fariña and Vizcaino 1997,
Diprotodon_optatum,NA,yes,Diprotodontia,Diprotodontidae,2700000,Reported,Johnson C Australia‰Û¡Ì_åÁÌÎÌùÌ´åÈs Mammal Extinctions. A 50000 year History (2007),NA,NA,mixed feeder,3,3,0,Estimated Isotopes (C13+018) Species,"Price, G. J., Ferguson, K. J., Webb, G. E., Feng, Y.-X., Higgins, P., Nguyen, A. D., â€_ Louys, J. (2017). Seasonal migration of marsupial megafauna in Pleistocene Sahul (Australia-New Guinea). Proceedings. Biological Sciences, 284(1863), 20170785. https://doi.org/10.1098/rspb.2017.0785",they also do Sr87,Hindgut_unknown,Hindgut Colon,1,Extrapolated from extant relatives,Dawson 2006,"Not clear how author determined this, but Vombatidae and Phascolarctidae are both hindgut fermenters",0,1,0,https://australianmuseum.net.au/diprotodon-optatum,"Open, flat terrain. Apparently absent from hilly/rocky terrain",Mouth,https://australianmuseum.net.au/diprotodon-optatum,Plantigrade,soft,,https://australianmuseum.net.au/diprotodon-optatum,NA,NA,NA,NA,Gregarious,Likely migrated in 'mobs',Higgins et al. 2017,,,,,200km annual migrations (Higgins et al. 2017)
Maokopia_ronaldi,NA,yes,Diprotodontia,Diprotodontidae,1.00E+05,Reported,Johnson C Australia‰Û¡Ì_åÁÌÎÌùÌ´åÈs Mammal Extinctions. A 50000 year History (2007),NA,NA,grazer,3,0,0,Estimated Expert Species,"Johnson, C. N., & Prideaux, G. J. (2004). Extinctions of herbivorous mammals in the late Pleistocene of Australia in relation to their feeding ecology: No evidence for environmental change as cause of extinction. Austral Ecology, 29, 553â€“557. Retrieved from https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1442-9993.2004.01389.x;ï»¿ Lyndall, D. (2006). An ecophysiological approach to the extinction of large marsupial herbivores in middle and late Pleistocene Australia. Alcheringa, 30, 81â€“114. https://doi.org/10.1080/03115510609506857",Flannery (1999) argues that this taxa is a grazer due to morphology and habitat associated with fossil remains. 0 given to browse to be conservative,Hindgut_unknown,Hindgut Colon,1,Extrapolated from extant relatives,inferred from Dawson 2006,"Not clear how author determined this, but Vombatidae and Phascolarctidae are both hindgut fermenters",0,1,0,Inferred from Flannery 1999,NA,Mouth,NA,Plantigrade,soft,,Reported morphology Family,NA,NA,NA,NA,NA,NA,NA,,,,,NA
Palorchestes_azeal,NA,yes,Diprotodontia,Diprotodontidae,5.00E+05,Reported,Johnson C Australia‰Û¡Ì_åÁÌÎÌùÌ´åÈs Mammal Extinctions. A 50000 year History (2007),NA,NA,browser,0,3,0,Estimated Expert Species,"Johnson, C. N., & Prideaux, G. J. (2004). Extinctions of herbivorous mammals in the late Pleistocene of Australia in relation to their feeding ecology: No evidence for environmental change as cause of extinction. Austral Ecology, 29, 553â€“557. Retrieved from https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1442-9993.2004.01389.x;ï»¿ Lyndall, D. (2006). An ecophysiological approach to the extinction of large marsupial herbivores in middle and late Pleistocene Australia. Alcheringa, 30, 81â€“114. https://doi.org/10.1080/03115510609506857",Species,Hindgut_unknown,Hindgut Colon,1,Extrapolated from extant relatives,Dawson 2006,"Not clear how author determined this, but Vombatidae and Phascolarctidae are both hindgut fermenters",0,1,0,https://australianmuseum.net.au/palorchestes-azeal,Forest,Proboscis/giraffe-like tongue/scansorial and fossorial arms,https://australianmuseum.net.au/palorchestes-azeal,Plantigrade,soft,,Reported morphology Family,NA,NA,NA,2,NA,NA,NA,rooting,,,Johnson & Prideaux 2004,NA
Zygomaturus_trilobus,NA,yes,Diprotodontia,Diprotodontidae,5.00E+05,Reported,Johnson C Australia‰Û¡Ì_åÁÌÎÌùÌ´åÈs Mammal Extinctions. A 50000 year History (2007),NA,NA,mixed feeder,3,3,0,Estimated Isotopes (C13 + 018) + Dental wear (microwear) Genus,"DeSantis, L. R. G., Field, J. H., Wroe, S., & Dodson, J. R. (2017). Dietary responses of Sahul (Pleistocene Australiaâ€“New Guinea) megafauna to climate and environmental change. Paleobiology, 43(02), 181â€“195. https://doi.org/10.1017/pab.2016.50; McNamara, K., & Murray, P. (2010).Â Prehistoric Mammals. Western Australian Museum.; Butler, K., Louys, J., & Travouillon, K. (2014). Extending dental mesowear analyses to Australian marsupials, with applications to six Plio-Pleistocene kangaroos from southeast Queensland. Palaeogeography, Palaeoclimatology, Palaeoecology, 408, 11â€“25. https://doi.org/10.1016/J.PALAEO.2014.04.024","Similar diet as Diprotodon, inferred by morphology and habit to have similar rooting habits as pigs",Hindgut_unknown,Hindgut Colon,1,Extrapolated from extant relatives,inferred from Dawson 2006,"Not clear how author determined this, but Vombatidae and Phascolarctidae are both hindgut fermenters",1,1,0,"Flannery 1990, McNamara & Murray 2010 Prehistoric Mammals, https://en.m.wikipedia.org/wiki/Zygomaturus",Forest,Speculation of proboscis or piglike snout,"McNamara & Murray 2010 Prehistoric Mammals, https://en.m.wikipedia.org/wiki/Zygomaturus",Plantigrade,soft,,Reported morphology Family,NA,NA,NA,2,NA,NA,NA,rooting,,Likely rooted like pigs,DeSantis et al. 2017,
Propleopus_oscillans,NA,no,Diprotodontia,Hypsiprymnodontidae,40000,Reported,Johnson C Australia‰Û¡Ì_åÁÌÎÌùÌ´åÈs Mammal Extinctions. A 50000 year History (2007),NA,NA,omnivore,0,1,3,Estimated Craniodental Species,"Ride, W. D. L., Pridmore, P. A., Barwick, R. E., Wells, R. T., & Heady, R. D. (1996). Towards a biology of Propleopus oscillans (Marsupialia: Propleopinae, Hypsiprymnodontidae). Proceedings of the Linnean Society of New South Wales, 117, 243â€“328. Retrieved from https://www.researchgate.net/profile/Peter_Pridmore/publication/268209651_Towards_a_biology_of_Propleopus_oscillans_Marsupialia_Propleopinae_Hypsiprymnodontidae/links/5632de6208ae911fcd491abd.pdf; ï»¿Archer, M., & Flannery, T. F. (1985). Revision of the extinct gigantic rat-kangaroos (Potoroidae: Marsupialia), with description of a new Miocene genus and species and a new Plesitocene species of Proleopus. Journal of Paleontology, 59(6), 1331â€“1349. Retrieved from papers://f5deb543-ae02-4ddd-bbec-1f2be5b09073/Paper/p195",Likely to have been an insectivore/browser,Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Family,"Hume 1999, from Dawson 2006",NA,0,1,0,Inferred Ride et al. 1996,All,Mouth + Hands,Inferred extant relative,Plantigrade,soft,,Reported morphology Order,2,2,NA,NA,NA,NA,NA,,,,,Omnivore (Archer and Flannery 1985)
Dendrolagus_bennettianus,NA,yes,Diprotodontia,Macropodidae,10950,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,0,Estimated,37,NA,Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Family,"2,4",NA,0,1,1,37,NA,Mouth + Hands,NA,Plantigrade,soft,,Reported morphology Family,0,1,0,0,Solitary/pairs,NA,37,,,,,NA
Dendrolagus_dorianus,NA,yes,Diprotodontia,Macropodidae,10068.3,Reported,"Tree Kangaroos A curoius Natural History. Flannery TF, Martin R, Szalay A (1996)",NA,NA,browser,0,3,0,Estimated,37,NA,Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Family,"2,4",NA,0,1,1,37,NA,Mouth + Hands,NA,Plantigrade,soft,,Reported morphology Family,0,0,0,0,Solitary/pairs,"Uncertain, based on captive animals",37,,,,,NA
Dendrolagus_inustus,NA,yes,Diprotodontia,Macropodidae,13031.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,0,Estimated,37,NA,Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Family,"2,4",NA,0,1,1,37,NA,Mouth + Hands,NA,Plantigrade,soft,,Reported morphology Family,0,2,0,0,Solitary/pairs,NA,37,,,,,NA
Dendrolagus_scottae,NA,yes,Diprotodontia,Macropodidae,10375,Reported,Records of the Australian Museum 45: 33-42 (1993),NA,NA,browser,0,3,0,Estimated,37,NA,Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Family,"2,4",NA,0,1,1,37,NA,Mouth + Hands,NA,Plantigrade,soft,,Reported morphology Family,0,0,0,0,Solitary/pairs,NA,37,,,,,NA
Dendrolagus_ursinus,NA,yes,Diprotodontia,Macropodidae,13250,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,0,Estimated,37,NA,Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Family,"2,4",NA,0,1,1,EltonTraits1.0,NA,Mouth + Hands,NA,Plantigrade,soft,,Reported morphology Family,0,2,0,0,Solitary/pairs,NA,extrapolated.genus.mode,,,,,NA
Macropus_agilis,NA,yes,Diprotodontia,Macropodidae,15000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,mixed feeder,3,3,0,Estimated,37,NA,Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Family,"2,4",NA,0,1,0,37,NA,NA,NA,Plantigrade,soft,,Kubo et al. 2019,2,2,0,2,Solitary/pairs,"Source says, the species is sometimes observed in small groups, though primary solitary",37,rooting,,,37,NA
Macropus_antilopinus,NA,yes,Diprotodontia,Macropodidae,27250,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,grazer,3,1,0,Estimated,37,NA,Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Family,"2,4",NA,0,1,0,37,NA,NA,NA,Plantigrade,soft,,Kubo et al. 2019,0,0,0,0,Gregarious,NA,37,,,,,NA
Macropus_bernardus,NA,yes,Diprotodontia,Macropodidae,17000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,mixed feeder,3,3,0,Estimated,37,NA,Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Family,"2,4",NA,0,1,0,37,NA,NA,NA,Plantigrade,soft,,Reported morphology Family,2,2,0,0,Solitary/pairs,NA,37,,,,,NA
Macropus_dorsalis,NA,yes,Diprotodontia,Macropodidae,11250,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,grazer,3,1,0,Estimated,37,NA,Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Family,"2,4",NA,0,1,0,37,NA,NA,NA,Plantigrade,soft,,Reported morphology Family,1,1,0,0,Gregarious,NA,37,,,,,NA
Macropus_ferragus,NA,yes,Diprotodontia,Macropodidae,150000,Reported,Ecological Archives E084-094 (2003),NA,NA,grazer,3,0,0,Estimated Expert Species,"Johnson, C. N., & Prideaux, G. J. (2004). Extinctions of herbivorous mammals in the late Pleistocene of Australia in relation to their feeding ecology: No evidence for environmental change as cause of extinction. Austral Ecology, 29, 553â€“557. Retrieved from https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1442-9993.2004.01389.x;ï»¿ Lyndall, D. (2006). An ecophysiological approach to the extinction of large marsupial herbivores in middle and late Pleistocene Australia. Alcheringa, 30, 81â€“114. https://doi.org/10.1080/03115510609506857","""grazer""",Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Family,extrapolated based on extant relatives,NA,0,1,0,Flannery 1990,Savanna,NA,NA,Plantigrade,soft,,Reported morphology Family,NA,NA,NA,NA,NA,NA,NA,,,,,NA
Macropus_fuliginosus,NA,yes,Diprotodontia,Macropodidae,22000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,grazer,3,1,0,Estimated,37,NA,Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Family,"2,4",NA,0,1,0,37,NA,NA,NA,Plantigrade,soft,,Kubo et al. 2019,0,0,0,0,Gregarious,NA,37,,,,,NA
Macropus_giganteus,NA,yes,Diprotodontia,Macropodidae,25875,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,grazer,3,1,0,Estimated,37,NA,Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Family,"2,4",NA,0,1,0,37,NA,NA,NA,Plantigrade,soft,,Kubo et al. 2019,0,0,0,0,Gregarious,NA,37,,,,,NA
Macropus_greyi,NA,yes,Diprotodontia,Macropodidae,10000,Reported,Ecological Archives E084-094 (2003),NA,NA,mixed feeder,3,3,0,Estimated Expert Species,"Johnson, C. N., & Prideaux, G. J. (2004). Extinctions of herbivorous mammals in the late Pleistocene of Australia in relation to their feeding ecology: No evidence for environmental change as cause of extinction. Austral Ecology, 29, 553â€“557. Retrieved from https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1442-9993.2004.01389.x;ï»¿ Lyndall, D. (2006). An ecophysiological approach to the extinction of large marsupial herbivores in middle and late Pleistocene Australia. Alcheringa, 30, 81â€“114. https://doi.org/10.1080/03115510609506857","Summary paper, unclear how diets are estimated",Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Family,extrapolated based on extant relatives,NA,0,1,0,EltonTraits1.0,unreported,NA,NA,Plantigrade,soft,,Reported morphology Family,NA,NA,NA,NA,NA,NA,NA,,,,,NA
